Name,Note ID,Notes,Description,Operator,Value,Multiple,Table Title,Table ID,Table Number,Source File,Chapter/Topic Full Path,Rule Hint
12NESD.18,-,-,Min./Max. LVPWELL enclose Pplus guarding.,==,0.16,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD.19,-,-,Min. PWHV well tap space to NCOMP in transistor channel direction.,>=,1.5,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD.2,-,-,Min./Max. channel length (MVSD space to POLY2 edge towards source COMP direction).,==,1,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD.20,-,-,Min. PWHV well tap space to NCOMP in transistor width direction.,>=,3,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD.21,-,-,"PWHV must be directly surrounded by DNWELL, no other FEOL layers (COMP, Poly2, HVNDDD, HVPDDD, Nwell, LVPWELL, MVSD, MVPSD) exist. Min. DNWELL enclose PWHV.",>=,4.42,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD.22,-,-,"For better latch-up prevention, 12V ESD NMOS should have double guarding. DNWELL shall be surrounded by non-broken Pplus guarding. Pplus guarding shall be surrounded by non-broken DNWELL well tap. Minimum DNWELL well tap COMP width.",>=,2,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD.27,-,-,Min. DNWELL to DNWELL spacing.,>=,8,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD.3,-,-,Min./Max. channel width.,==,25,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD.4,-,-,Min./Max. MVSD overlap POLY2.,==,0.4,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD.5,-,-,Min./Max. PWHV overlap MVSD towards drain COMP directon.,==,0.4,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD.6,-,-,Min./Max. MVSD exclose NMOS drain COMP in transistor width direction.,==,0.16,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD.7,-,-,Min. MVSD space to PWHV in transistor width direction.,>=,0.5,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD.8,-,-,Each 12V ESD NMOS shall have non-broken PWHV well tap; PWHV well tap shall be connected to the lowest potential. No PWHV well tap exists between fingers of each ESD transistor.,-,-,,12V ESD NMOS Design Rules,5.12.3.2.1.129,129,fn51311797.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->12V ESD NMOS Connected to I/O Pad Design Rules->12V ESD NMOS Design Rules (ggesdnsh_12Vdd_iso),
12NESD_C.0,-,-,Min./Max. 12V_MK enclose DNWELL.,==,0,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.10,-,-,"For each multi-finger device, min./max. number of fingers.",==,40,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.11,-,-,"For multi-finger devices, there shall be alternate source and drain around the poly fingers. In other words, between two poly fingers of the multi-finger transistor, there cannot be source as well as drain.",-,-,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.12,-,-,Both sides of the transistor shall be terminated by source.,-,-,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.13,-,-,Min./Max. SAB on drain enclose poly in the channel length direction.,==,3.9,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.14,-,-,Min./Max. drain contact to poly spacing (DCGS).,==,4,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.15,-,-,Min./Max. SAB on source enclose poly in the channel length direction.,==,0.28,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.16,-,-,Min./Max. source contact to gate spacing (SCGS).,==,0.5,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.17,-,-,"Min. PWHV enclose Pplus guard ring, excluding source Pplus islands.",>=,2,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.18,-,-,Min./Max. LVPWELL enclose Pplus guard ring.,==,0.16,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.19,-,-,"Min. PWHV well tap space to NCOMP in the channel length direction, excluding source Pplus islands.",>=,1.5,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.1a,-,-,Min./Max. ESD_HBM_MK enclose DNWELL.,==,0,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.1b,-,-,Min./Max. ESD_CLAMP_MK enclose DNWELL.,==,0,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.2,-,-,Min./Max. channel length (MVSD space to POLY2 edge towards source COMP direction).,==,1,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.20,-,-,Min. PWHV well tap space to NCOMP in the channel width direction.,>=,3,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.21,-,-,"PWHV must be directly surrounded by DNWELL, no other FEOL layers (COMP, Poly2, HVNDDD, HVPDDD, Nwell, LVPWELL, MVSD, MVPSD) exist. Min. DNWELL enclose PWHV.",>=,4.42,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.22,-,-,"For better latch-up prevention, 12V ESD NMOS should have double guard ring. DNWELL shall be surrounded by non-broken Pplus guard ring. Pplus guard ring shall be surrounded by non-broken DNWELL well tap. Minimum DNWELL well tap COMP width.",>=,2,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.27,-,-,Min. DNWELL to DNWELL spacing.,>=,8,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.28,-,-,Min. Nplus abutting source Pplus island enclose unsalicided COMP in the channel length direction.,>=,0,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.29,-,-,Min./Max. space of the PCOMP on source Pplus island to related gate(s) in the channel length direction.,==,0.28,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.3,-,-,Min./Max. channel width.,==,25,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.4,-,-,Min./Max. MVSD overlap POLY2.,==,0.4,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.5,-,-,Min./Max. PWHV overlap MVSD towards drain COMP direction.,==,0.4,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.6,-,-,Min./Max. MVSD enclose NMOS drain COMP in the channel width direction.,==,0.16,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.7,-,-,Min. MVSD space to PWHV in the channel width direction.,>=,0.5,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.8a,-,-,Each 12V ESD clamping NMOS shall have non-broken PWHV well tap; PWHV well tap shall be connected to the lowest potential. Source Pplus islands (segmented PWHV well taps on source) must be drawn to suppress parasitics.,-,-,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.8b,-,-,Max. COMP extension from the Pplus edge of the first source Pplus island at either end (top or bottom) in the channel width direction.,<=,1.455,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.8c,-,-,Min./Max. Pplus extension from COMP on the source Pplus islands on both sides in the channel length direction.,==,0.16,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.8d,-,-,Min./Max. Pplus enclose the contact on the source Pplus islands of shared source in the channel length direction.,==,0.22,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.8e,-,-,Min./Max. Pplus abutting NCOMP at both ends enclose the contact on source Pplus island in the channel width direction.,==,0.125,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.8f,-,-,Max. Pplus abutting NCOMP at one end enclose the contact on source Pplus island in the channel width direction.,<=,1.51,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.8g,-,-,Min./Max. Nplus abutting source Pplus island enclose contact in the channel width direction.,==,0.125,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.8h,-,-,Min. Pplus length of source Pplus island.,>=,1.41,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.8i,-,-,Min./Max. spacing between any two source Pplus islands in the channel width direction.,==,2.82,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
12NESD_C.8j,-,-,Min./Max. number of contact on source Pplus island.,==,3,,12V ESD Clamping NMOS Design Rules,5.12.3.4.1.131,131,fn160998317.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->ESD Clamping NMOS Connected to Power Pad Design Rules->12V ESD Clamping NMOS Design Rules,
16NESDB.0,-,-,Min./Max. 16V_MK enclose PWHV.,==,0,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.1,-,-,Min./Max. ESD_HBM_MK enclosure of PWHV.,==,0,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.10,-,-,"For each multi-finger device, min./max. finger number.",==,40,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.11,-,-,"For multi-finger devices, there shall be alternate source and drain around the poly fingers. In other words, between two poly fingers of the multi-finger transistor, there cannot be source as well as drain.",-,-,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.12,-,-,Both sides of the transistor shall be terminated by source.,-,-,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.13,-,-,Min./Max. SAB enclose poly in drain direction.,==,3.9,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.14,-,-,Min./Max. drain contact to poly spacing (DCGS).,==,4,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.15,-,-,Min./Max. SAB enclose poly in source direction.,==,0.28,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.16,-,-,Min./Max. source contact to gate spacing (SCGS).,==,0.5,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.17,-,-,Min. PWHV enclose Pplus guarding.,>=,2,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.18,-,-,Min./Max. LVPWELL enclose Pplus guarding.,==,0.16,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.19,-,-,Min. PWHV well tap space to NCOMP in transistor channel direction.,>=,1.5,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.2,-,-,Min./Max. channel length (Nwell space to POLY2 edge towards source COMP direction).,==,1.5,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.20,-,-,Min. PWHV well tap space to NCOMP in transistor width direction.,>=,2.5,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.21,-,-,"PWHV must be directly surrounded by DNWELL, no other FEOL layers (COMP, Poly2, HVNDDD, HVPDDD, Nwell, LVPWELL, MVSD, MVPSD) exist. Min. DNWELL enclose PWHV.",>=,6,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.22,-,-,"For better latch-up prevention, 16V ESD NMOS should have double guarding. PWHV shall be surrounded by non-broken DNWELL guard ring. DNWELL shall be surrounded by non-broken Pplus guard ring. Minimum DNWELL well tap COMP width.",>=,2,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.3,-,-,Min./Max. channel width.,==,25,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.4,-,-,Min./Max. Nwell overlap POLY2.,==,0.4,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.6,-,-,Min./Max. Nwell exclose NMOS drain COMP in transistor width direction.,==,0.5,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
16NESDB.8,-,-,Each 16V ESD NMOS shall have non-broken PWHV well tap; PWHV well tap shall be connected to the lowest potential. No PWHV well tap exists between fingers of each ESD transistor.,-,-,,16V ESD NMOS Design Rules,5.12.3.3.130,130,fn276431686.dita,Reliability Guidelines->ESD Layout Guidelines->HV ESD Device Design Rules->16V ESD NMOS Connected to I/O Pad Design Rules (ggesdnsh_16Vdd_iso),
